id,value,category
1,0.46902576608147695,A
2,-0.7067369584784245,B
3,0.19850510019813358,B
4,0.455409413928224,A
5,0.489701606264993,B
6,-1.4386200899555281,B
7,-0.724406259024396,A
8,-0.5700128108066681,B
9,1.3006763630121358,C
10,-1.0175997988932788,A
11,-1.2187263504030414,A
12,1.1835585369933685,A
13,-1.0121437341180166,B
14,0.3102305366302386,B
15,0.4474041391399449,B
16,1.7260161518766592,A
17,-0.5611037457475195,B
18,2.12735366059877,A
19,-0.08877450806753427,B
20,-0.758050522698481,C
21,-0.14719318092767592,A
22,0.7591260981465208,A
23,1.7258481036264997,B
24,-0.2130987205695468,B
25,1.558276091046663,B
26,0.4058999312011938,B
27,0.41852978147328807,A
28,1.295491902311092,B
29,-0.2554141006033339,B
30,-1.6140036099374293,C
31,2.7117982780110284,C
32,-1.6390345889657205,A
33,1.4820522790443436,C
34,0.4324679132806302,A
35,-0.03792867042868447,A
36,0.46034305364639483,B
37,-0.07019342480307482,B
38,-0.7218462390179193,B
39,0.80417370496685,C
40,-1.3951489624365137,B
41,0.7513755067510826,C
42,0.37115309228046955,B
43,0.21193902889422994,A
44,0.8122822202024083,B
45,1.0994663374799563,B
46,-0.16028121635734632,A
47,-0.0870775066695894,B
48,0.45185656676742814,C
49,0.38971391943881484,B
50,2.5033235227628015,A
51,-1.3786060294224067,A
52,-0.06990745910022389,C
53,-0.6845390107685145,B
54,-1.2729488844587287,A
55,1.0507805837637936,A
56,-0.7592993019079535,C
57,-0.737618325897368,B
58,-1.2226592766073356,A
59,-0.712857106513781,B
60,-0.6365317139887994,B
61,0.7081252603957879,A
62,-1.4835682265087489,A
63,0.9834639131762526,C
64,-0.8527286384903078,A
65,0.9570200550149819,B
66,-0.012445971260182053,A
67,1.0331199552282164,C
68,0.5318650752028669,A
69,-0.9211365709019307,B
70,-0.6053370791381081,C
71,0.5876462576423661,C
72,-0.45289307486570146,C
73,-1.2733864024815962,B
74,0.6335734518269648,B
75,-2.1155432615772534,A
76,1.1455883892802714,A
77,-1.464928002980476,C
78,1.5215804584846548,C
79,0.8492898031672903,B
80,-0.5229950570582593,C
81,1.201851946907999,C
82,0.2843438742700193,B
83,1.3763315065984902,C
84,-0.8141469771584009,A
85,-1.828443181306764,B
86,-0.025329903426251906,A
87,1.6645811532980666,C
88,-0.5521657176074334,C
89,1.8308688304827927,B
90,0.027132401392960095,A
91,1.1861092900373944,A
92,0.2028633170402662,B
93,0.7602387533872572,B
94,-0.06385062053995581,A
95,0.05222074574516745,C
96,-1.2575194180043825,B
97,1.15119790348984,B
98,-0.510121958977208,A
99,-0.8450954540138514,B
100,-0.12897555160365773,B
101,-0.03193382806198059,B
102,1.6995609170691066,A
103,0.7319702352655801,B
104,2.0381295114906344,A
105,-0.5134866305592286,B
106,0.7242514103987726,C
107,0.508389390662192,B
108,-0.6234266183556334,C
109,0.5364850136406694,B
110,-0.10554785030425541,C
111,-0.1174900044025493,B
112,-0.03802990946473121,A
113,-0.13932692446592876,C
114,-0.5794433496125723,B
115,0.14203406445661249,A
116,0.18835154829334103,A
117,-0.6183559652085345,A
118,-0.5846644926003518,A
119,1.1708356465588978,C
120,0.6889724757464668,B
121,-1.1729080752634529,A
122,-0.5832309044814754,A
123,-1.0967179665195257,C
124,0.841447465717261,C
125,-1.6611446776660688,A
126,-0.987983031425937,C
127,1.7431283119280607,C
128,1.8673106584728036,B
129,0.78910698889843,B
130,-1.2885870419003032,B
131,-1.0495006013957924,B
132,0.8948414094125355,C
133,1.852558488672237,B
134,0.22311898256203025,A
135,1.0535273311789408,C
136,0.3004424703521521,B
137,1.042184649779867,B
138,-0.15663628171267693,B
139,1.0150123498598884,A
140,-0.06131567778008484,A
141,1.2920565712974732,C
142,0.19103120980840657,A
143,-1.1034608530066496,A
144,0.5700584150099851,B
145,-0.5353435066843053,A
146,0.8292123216642374,A
147,-1.059747088505262,C
148,1.701008593878755,B
149,0.20366346546350914,B
150,1.9282519575901262,A
151,0.5500494987024879,B
152,0.36388477678227776,B
153,1.3957426824216923,A
154,0.01596546523892023,A
155,1.2348152109631811,C
156,-0.10883642747318344,A
157,0.731196039048931,B
158,1.8511523837488966,A
159,-1.2381011448664596,C
160,-0.5249284730374524,C
161,0.8100364277946109,A
162,1.5063014219375095,C
163,-0.5146571579163504,B
164,-1.0241226255732832,C
165,-0.9849814557394321,B
166,-1.6675615882626567,C
167,-1.5500237552749692,B
168,1.5248957771904976,A
169,1.0423499744281148,B
170,0.956036754823009,A
171,-1.44994783265428,A
172,-0.7973874890651106,C
173,1.563846525528116,C
174,0.41660843923844737,B
175,0.9633865549337874,B
176,0.9812386769234079,C
177,-0.8887385699161888,A
178,0.7690689565361359,C
179,0.9974351011240046,C
180,-1.80190593183845,C
181,-0.3429688721142132,A
182,0.4741459601850365,C
183,0.5235063740339951,B
184,1.1239876260694097,A
185,1.5383013061190005,B
186,0.7100001273961483,B
187,-0.5477292483831879,A
188,1.544003001509323,C
189,-0.7111495707531899,C
190,0.07808333501445726,C
191,0.14394418312023374,A
192,0.7349862966550685,B
193,0.45357980182435675,B
194,0.534834876174521,C
195,1.3503934569793683,B
196,1.3097045733768748,A
197,0.25907320535663597,A
198,1.2119793491160118,A
199,-0.17666421779460909,C
200,-0.6929573862514574,B
201,-1.2048192825800197,B
202,-1.50700532954871,A
203,0.26118112407569694,A
204,2.5312671915467315,B
205,-2.3443119010916096,B
206,0.7396944311777321,C
207,-0.07227597982573268,B
208,-1.5000044981637468,A
209,-0.5578644230293958,B
210,0.3982114321399634,B
211,-0.6802297220900643,C
212,-0.5268124164789738,C
213,0.7032306081589064,B
214,-0.5016748115921019,C
215,0.8840129317583224,C
216,-1.535683719415106,A
217,0.32768631750742927,B
218,-0.15890221051322168,B
219,-0.37839433953861734,A
220,-0.07073073018957526,B
221,-2.3531044240782966,B
222,0.16282365784020988,B
223,-1.0595361754856436,C
224,1.4932639544924273,A
225,-0.3430555377146429,A
226,1.208339076186135,C
227,-1.0146850576652025,C
228,-0.0482284865086464,B
229,0.5415396583279057,C
230,-0.9795819783084135,B
231,0.9607682933678594,C
232,0.026026692780159393,A
233,1.4116650954887164,A
234,-0.5562080444023849,B
235,1.266588716261181,B
236,0.5183683694719922,C
237,0.826746929792038,B
238,-0.11143798024532578,B
239,0.8922425228893025,A
240,1.5277141544262725,A
241,-1.0297738937752914,A
242,0.5889124717882854,B
243,-0.3016794913118238,B
244,1.456455181507851,A
245,0.23010869317901247,A
246,0.8295200004890005,A
247,-0.06495319486202443,C
248,0.07605805879628451,B
249,0.09014779894292431,A
250,0.7630214363361963,A
251,-0.47531105316714767,C
252,-0.09369416678229643,C
253,-0.2989743956138009,C
254,0.41415702931923504,A
255,-0.7788948147263928,C
256,2.0298503081280823,B
257,1.951955472067621,B
258,-0.6442866065034336,C
259,0.30661694691785524,A
260,0.7495632162361783,B
261,-0.34458037290823323,C
262,2.013907865060522,A
263,1.2967118012840417,C
264,0.23953920300629072,B
265,0.1662100296685123,C
266,1.1511772326030434,C
267,1.254064343961916,B
268,-2.4520750897219483,C
269,-0.11843655691990732,A
270,0.3797467778213146,C
271,-0.8921852127266381,A
272,-0.9907744809799234,B
273,-1.4864927426036558,C
274,0.8754567501662573,A
275,-0.6031706574964165,A
276,0.4222392702065459,A
277,1.6613139871194333,C
278,-0.6017931431921046,B
279,-1.611154824554461,A
280,0.9352655306939205,B
281,-0.7594029586112896,C
282,-0.23487163343168554,A
283,0.7323800406061408,B
284,-0.2436106671557434,A
285,0.2900608515959744,B
286,-0.39485357203437377,A
287,-0.39450805211470397,B
288,1.0877695499786528,C
289,1.273907953423577,A
290,0.05212355025872089,C
291,1.8348935927082919,C
292,0.5817990910318235,C
293,1.6048511872065228,B
294,0.8932056754491751,A
295,0.7830858551761257,B
296,-0.4118871514603813,A
297,-0.5655544797615805,A
298,0.8887985496889769,B
299,-0.10513906978570144,C
300,0.6351740743649525,A
301,0.2832379354873003,B
302,0.6013505222647486,A
303,1.2351795348090833,C
304,0.4413897691712426,A
305,-0.8581713414138339,A
306,-0.6656682912017049,B
307,-1.0651928733602052,A
308,0.6334546226976621,B
309,-1.0915992153598522,C
310,-0.009036942991208401,B
311,-0.33319147097478596,B
312,-0.9364563466593223,B
313,0.10257674557752604,A
314,-2.0345681194572887,C
315,1.090064842444207,B
316,0.9555435153400427,B
317,-2.5532436502013898,C
318,1.6125146936633572,A
319,0.7047764645022367,B
320,-1.9673250670588673,C
321,-0.03549428438222489,C
322,0.019008826054681273,B
323,-2.227504652127413,B
324,0.998743942704861,B
325,1.2639121257031705,C
326,0.6667888909772507,A
327,0.10863998824909345,C
328,-0.2212135352701448,C
329,-1.0591915871595616,A
330,-0.5230486081885484,C
331,1.0268568448586408,A
332,0.6351217526201088,B
333,0.24173345394913706,B
334,-0.09109456418703446,C
335,-0.757877613719518,B
336,0.5447833114463576,B
337,1.1097246049067857,B
338,-0.08326757393928975,C
339,0.9907878898861332,B
340,0.09044095664340256,A
341,-0.1606097779698978,B
342,-1.208176479479449,B
343,-0.37370408354615,A
344,0.16789109118695092,C
345,-0.41501537190480475,C
346,0.6428336966469613,B
347,0.1934133331939787,A
348,-1.9835267199268485,C
349,0.5959551928782294,C
350,-1.3337882370457865,C
351,1.2503525059569518,C
352,-0.41704541494142766,A
353,-0.19081565117899846,B
354,-0.46146659903330056,C
355,0.08448620458253943,A
356,1.6850978159596106,C
357,-1.7443353033438047,C
358,-0.6296161713498196,A
359,0.4955827266612119,B
360,-0.005067031866371361,B
361,-0.43055095903580537,B
362,0.43408091355053147,B
363,-0.7915011686443818,C
364,-0.2005586226879099,A
365,-0.8914949903810585,C
366,1.3144369449988533,A
367,-0.18581099693238115,B
368,-0.54183762778759,A
369,-0.5552272701157269,C
370,-0.12258461773129477,C
371,1.5938259390484508,A
372,0.18324315570903818,B
373,-0.01613729548044297,B
374,0.482704936530387,B
375,-0.2709302648400666,C
376,-1.0448569404873678,B
377,0.5172284066663321,B
378,-0.23175271904920386,C
379,-0.7777280679939264,A
380,1.0181825324156424,C
381,-0.05867322466789675,A
382,-0.9278063547169667,A
383,-0.19472705475679672,A
384,1.1731303557625363,A
385,-1.0920045108092937,C
386,-0.6234321323612936,A
387,-0.2593320245816362,C
388,0.9326845625551033,C
389,1.3674273654577411,A
390,-1.5835587806410376,C
391,-1.533927517079602,C
392,-1.4136733624446685,A
393,-0.732022243776619,A
394,0.7263422926995969,B
395,0.1839276806665377,C
396,0.014403383418790643,A
397,-0.7144913135551106,B
398,0.7481722118853869,C
399,0.019773293277125566,B
400,-1.2953849197899243,C
401,0.39884947244248076,B
402,-1.9464694834747098,C
403,-0.18133115950447104,C
404,-0.8744593095448226,C
405,2.074384112757653,B
406,-0.8849235803864532,C
407,0.41941303569572624,C
408,-0.32001293730659447,C
409,-0.37457410885762304,A
410,-0.9444054961865568,A
411,-0.3385903024915256,A
412,0.8872198289264617,A
413,0.7112370672549403,B
414,0.16807100988457208,A
415,1.684756037281851,C
416,-0.2234084249993506,C
417,-0.34588663604816977,C
418,0.06126540534576971,B
419,0.5369899370664101,C
420,-0.7367060732942136,A
421,-1.8844376022203468,A
422,0.31721710435984435,A
423,-0.53558004589461,C
424,0.0507485127434288,C
425,-0.6843028476984641,C
426,0.7101607615883463,B
427,1.4285833642537134,A
428,-0.17889982939058255,B
429,0.9235140010347982,A
430,3.1184439211803525,C
431,-1.1498116935480334,B
432,-1.4052134450565175,C
433,1.8645006710789904,A
434,-0.3843826600423337,A
435,1.327643639463073,A
436,0.5116106121757754,A
437,0.06675765693089428,B
438,-0.06451598063809086,A
439,-0.17153098315364576,B
440,-1.7089547755423056,B
441,-0.629833082135713,A
442,0.9581835279866268,C
443,-0.73150698224547,B
444,0.05733113042856142,B
445,-0.26376149194300413,A
446,-0.9782427129636191,C
447,1.349819330967847,B
448,1.1433623901497316,A
449,-1.0536408013491219,B
450,-0.6231939142260243,A
451,-0.4976260696410861,A
452,-0.4352083710698168,B
453,-0.2589828391884526,B
454,0.7066754821998167,B
455,-2.187227693723698,B
456,-1.2510672241285763,B
457,-0.8470022880961339,C
458,-0.7585599121467735,C
459,-0.6507867604363049,C
460,-0.5853338712272677,B
461,0.025244473801706805,B
462,1.962958285270034,B
463,0.6583269050466007,C
464,1.3876685087009764,C
465,-0.7144379666963435,C
466,0.7019418281387423,C
467,0.6444380476096114,B
468,-0.56211489631991,B
469,0.5837539148444362,B
470,0.5238592902691208,C
471,-0.8004531558919347,A
472,-0.0649545315212206,C
473,1.2858334891088694,A
474,0.15491082619630855,B
475,-0.031726403201264235,C
476,-0.1845678840335643,C
477,-0.4853605492411639,B
478,2.2602703285930583,B
479,0.05340100113244835,A
480,2.095302357913638,B
481,0.5473145986945616,B
482,-0.6658291201089168,C
483,-0.025632681356520033,C
484,0.1342346390377683,C
485,-1.0669576845344975,A
486,-0.47774132230510225,A
487,-0.3179377191399377,B
488,-1.3147395704783074,C
489,0.45074041732657977,A
490,-0.30702957481917215,A
491,1.1827524324131893,A
492,0.13688792381508993,B
493,0.18079735542432174,C
494,-0.5473622916192925,C
495,0.2055149000269596,C
496,0.2183594557620011,B
497,2.3118790664028297,A
498,0.9888100814593022,C
499,0.9648462994766205,C
500,0.21250633873133778,B
501,-1.2449113350088412,C
502,0.7358554844399896,A
503,0.04347128231940944,B
504,0.9387327670979756,C
505,-0.8078799836446272,C
506,0.17430404887373444,A
507,-1.2257134772728804,C
508,0.6815180075121847,C
509,-1.3486082662747583,B
510,0.7806694098457867,C
511,1.1765245679432785,B
512,-0.2597156472545557,C
513,0.4295167924596607,C
514,-0.12828611482022056,C
515,-0.4858556947517609,C
516,-0.04672313771044733,A
517,1.6835904130520032,B
518,-0.11777714874529216,C
519,0.7539126440618626,A
520,-0.96960363252043,C
521,-0.15769124876977936,A
522,-0.8280622213600879,B
523,-1.2943402619527604,B
524,1.1623211098952382,A
525,-0.9074204051353125,A
526,0.5878940087579891,C
527,0.6929070312854915,A
528,1.2741231323222082,A
529,2.2467854901095783,B
530,-0.4826703806244041,B
531,1.077060701856007,A
532,-0.2125663123091916,B
533,0.4312881934523681,A
534,-0.20301633630272647,A
535,0.2122737530017928,C
536,-0.7033798810391726,A
537,-0.6664108532139656,A
538,0.42938610531089255,B
539,0.13370515336279337,C
540,-0.7527685354306127,B
541,-0.15717398565267102,B
542,-0.07599360868134482,B
543,1.2023129083840414,A
544,-0.9401478085682555,A
545,0.22973612057815115,C
546,-2.3350253183390404,A
547,1.8295232725724764,C
548,-0.5292624007927406,C
549,-1.345929938516524,C
550,-0.07296969110570074,B
551,0.7167127482276519,A
552,-0.1887892601523989,B
553,2.732563879949046,A
554,0.5075751828802387,C
555,-0.14222360674915305,A
556,-1.3826084676592734,A
557,-1.4895575518385022,B
558,0.1634980190371642,B
559,0.177460770443988,C
