id,value,category
1,0.5369102599433526,A
2,1.689004718553377,A
3,1.230533132873376,B
4,-0.6408028575978891,C
5,0.49211275157384193,A
6,0.6563242511653561,A
7,2.1429478006058518,A
8,-0.3340656301401919,A
9,0.40866849341526534,A
10,0.8389227087045652,A
11,-1.2641670770877034,B
12,1.9517612616278708,B
13,0.7207752588003908,B
14,-1.7387933633201669,B
15,0.350731313227478,A
16,0.8017572634438872,C
17,-0.331197447435891,B
18,-1.1775202527779325,B
19,-2.147910408926885,C
20,1.5635179664973582,C
21,-0.5611652679204473,C
22,1.3886550135145468,B
23,0.026279657639121254,B
24,0.5340799338601291,C
25,-0.49656421505367043,C
26,-1.162729491562327,A
27,-0.284309244243431,B
28,2.0712850115190857,A
29,1.0121103333079648,C
30,1.0460509663508053,B
31,0.11188350589893682,C
32,-0.4715382126600002,C
33,0.055962935512356725,C
34,-0.08784002735605018,C
35,0.982334090578544,A
36,0.011381162380860725,C
37,1.1045827697727428,A
38,1.4077710966140262,C
39,0.22465191262094708,C
40,1.1610386487321895,C
41,0.8505326292976889,A
42,-0.27955762241654203,C
43,0.7683867270986314,C
44,0.5372767868510827,A
45,0.47595682392843774,A
46,0.05555054130388265,B
47,-0.012914953486379723,C
48,0.07677858265047814,C
49,0.1583884934347502,B
50,0.0793188671610995,C
51,-0.581059366355909,B
52,-1.669332760505539,B
53,-0.2269858181434721,C
54,1.310355537299326,B
55,0.6150945432630477,C
56,-0.5294368135284829,C
57,-0.5791580032044106,A
58,-0.6553140695366917,C
59,1.5531523133165026,B
60,1.0067569702294679,B
61,0.8736562265211157,B
62,-0.5736935521481838,A
63,-0.021577884874125892,A
64,0.7975287683058401,C
65,0.690907562007884,B
66,0.132140778460046,B
67,0.5627300337521388,A
68,-0.22220714511623813,B
69,-0.0297508916708248,C
70,-0.6513714512510203,C
71,0.61304783367741,A
72,-0.6610126912978846,A
73,1.874387639385453,A
74,-0.31830875937443515,B
75,1.4848128689238465,A
76,-1.0839103174413955,B
77,-1.897206782346665,C
78,0.2736101537644153,A
79,-0.04426122128514966,C
80,1.3298840963989622,C
81,0.9605275928055967,A
82,-0.14759940257197626,B
83,-0.6627191400520817,B
84,-0.539990050820548,C
85,-0.08157506667555042,C
86,0.5439238651250561,C
87,1.608476843390363,C
88,0.36986310168349606,C
89,0.039301747623436925,A
90,0.14770404108775528,A
91,-0.33643171714922837,C
92,-0.6758288076228905,A
93,-1.5606215382510842,B
94,-0.4080490517527897,A
95,1.2190174462982737,A
96,2.900168952588251,A
97,-0.37858018904366847,C
98,0.4839278671000318,B
99,1.2788784310603534,A
100,0.6277791927376898,A
101,2.0424361708053222,C
102,-0.7749751967614832,B
103,-0.07730522822748387,B
104,-0.5554465237574335,A
105,0.4470012451629452,B
106,0.8575879490870546,B
107,1.2359698128610124,B
108,0.6114886335252456,B
109,1.8887108681486535,C
110,0.3777002814534723,C
111,-1.6204612876361568,C
112,-0.6037984152647529,B
113,0.6715801565427443,B
114,-1.094062624877478,A
115,1.0404210390750663,C
116,0.528476542376814,B
117,0.2339608873209769,C
118,0.6934851521763066,B
119,-0.351192477173662,A
120,0.7614699777779811,A
121,0.05147302670708638,C
122,-1.3905204542623784,C
123,-0.8329893353796459,C
124,0.8048583357629903,A
125,-1.144270919547609,A
126,1.9204991757809227,B
127,0.8240157295524193,B
128,-0.5465674571686722,A
129,-0.11939906346369965,A
130,-0.09647248375589527,C
131,-0.3845700190058072,A
132,-1.1599034208309023,C
133,0.30443430491985407,C
134,-0.9092136476080537,A
135,-1.5702548210397875,B
136,-0.3910256072932974,C
137,-1.8360688376593886,C
138,-1.5694639124668024,A
139,-1.5260693534920715,C
140,0.6994957303655235,A
141,1.015601270701555,C
142,-1.9824307590446848,B
143,0.15407274824271375,A
144,-0.3346164609117248,C
145,-1.1482596961072233,A
146,0.2711826515662707,A
147,0.06910334671653531,B
148,-1.061652189194361,A
149,0.09048098239885784,B
150,0.9539558366137151,C
151,1.7689039394324575,C
152,0.317587480198192,B
153,0.931271561051185,B
154,0.35922582978237233,C
155,-1.2635705504922208,C
156,1.6322208499339301,A
157,-0.4047652975941205,C
158,3.119989819776546,A
159,-0.44428398613742304,C
160,1.2074031213653795,B
161,-1.2057664995372537,B
162,-0.6697529046739361,B
163,-0.2136569469274757,C
164,0.0071262779000991015,C
165,0.3107765177498385,A
166,1.6675778526213036,C
167,1.3477603878840523,C
168,0.18847689140433393,A
169,-1.0455052652766996,A
170,0.3855938473509305,A
171,-0.03478467965627972,C
172,0.8529153100490712,B
173,-1.2785810845060024,C
174,0.8193344254415367,B
175,-1.3944715508145966,B
176,1.3083431539625854,B
177,-0.602744595134563,C
178,0.818909840941553,A
179,-0.05941140508202952,A
180,0.5924779786537809,B
181,-0.9921589836466591,C
182,1.0717601624379758,A
183,0.949832560008253,C
184,-0.8401499768729143,B
185,1.057759547892106,B
186,1.2894714153245828,B
187,-1.0036135172505347,C
188,-0.19731397782529805,B
189,-0.11671328641242085,A
190,1.3430964698211927,A
191,-0.627689907249998,B
192,0.6327181185771147,B
193,-2.561185182629706,C
194,1.1692682357219255,B
195,-0.45848244227772283,C
196,0.12306258905485683,A
197,-0.02446095114746383,B
198,0.14179001900255814,B
199,0.4385327612263679,A
200,-1.146755307773191,C
201,-0.02343385148254945,A
202,0.012304411979847399,A
203,-0.7017417156109883,C
204,0.17387019635821527,B
205,-0.39477125761079035,C
206,-0.9628876650715154,A
207,0.40642521636405105,A
208,-0.025892820706579896,B
209,0.863250159607956,B
210,-0.4074855822592718,C
211,-1.2594478235726432,C
212,-1.7677363357935,A
213,-2.2181932420170845,B
214,-0.3891318310603909,A
215,-1.1526819624159068,A
216,-1.0577313009581173,C
217,0.47835657943189164,B
218,-1.283830597428891,B
219,-0.2652012074456918,C
220,-0.5669475020270799,C
221,1.0888811538778527,A
222,-0.21668615790502083,A
223,-0.058129834076817856,A
224,1.1555336839485215,C
225,0.22893322298573246,C
226,-0.3086124050874338,C
227,1.5464785497713802,C
228,1.1799176561508657,C
229,-0.47538681672646704,C
230,0.9744141644954134,C
231,-0.5534594469768747,B
232,0.24843050799204705,C
233,0.18938581535092736,B
234,-1.466782155287776,B
235,-2.272569354361046,B
236,0.2314145328712117,C
237,0.557683845280458,A
238,0.03570886379008468,A
239,-0.371835378432282,A
240,-0.30907927230821763,B
241,1.0501229444788867,A
242,0.7025513321989553,C
243,1.6209454542137849,A
244,-0.45386698996442987,B
245,1.3386564133103045,B
246,0.9230787279124786,B
247,0.9347329758558731,B
248,0.07136317031227521,A
249,-0.9809429267324926,B
250,-0.7669004975246505,B
251,0.9674277290567329,B
252,0.7770962495632215,A
253,0.7829020039707587,A
254,0.33529590567551987,C
255,0.05623403819798988,B
256,-0.16469613402832425,A
257,-0.12202834806510582,B
258,0.14186599929205782,B
259,0.2681121995741997,B
260,1.128318801979172,A
261,-0.14562656998655835,B
262,0.928686301367357,C
263,0.8604652278751964,A
264,0.3465515904786695,B
265,-0.2750703771330081,B
266,-0.41584302949538343,C
267,0.3191677715585669,A
268,0.6452265446969833,C
269,0.6402469420295849,C
270,0.13927475377630327,A
271,-0.16337179966483198,C
272,-1.8313403698082247,C
273,0.5961254299345395,C
274,-1.496533663727934,C
275,-0.5231153847854318,C
276,-0.8576671340686256,C
277,0.06811861844332706,A
278,-0.1828054619802243,C
279,-0.7439788248097688,B
280,-0.8630647845770888,C
281,1.0717509019067946,B
282,0.11461468313116939,B
283,-0.8804804369148629,C
284,0.28197076712590186,C
285,-0.28920451405141046,A
286,0.6301189822909463,B
287,-0.001866381812365277,A
288,0.5498275704370346,B
289,-0.4604880910255138,B
290,-2.050143086352191,B
291,-0.9984577268061716,B
292,-0.6215373369424422,C
293,-0.3252480074066144,A
294,0.3943282275518609,C
295,0.0436286759124949,B
296,1.194909458393724,A
297,-2.2044347516728715,A
298,-0.049612236102607184,A
299,-0.09620198618151261,C
300,-1.7652755023431699,B
301,-0.35881396779569535,A
302,-1.2623207685636395,B
303,-1.490871972227862,A
304,-0.11513097036664105,B
305,-1.1849210316661112,A
306,-0.24584510337845514,B
307,0.18949148044224873,A
308,0.9367821324293372,B
309,-0.35098982907056003,A
310,-0.9127489073445193,C
311,0.38365963892783483,A
312,0.48032456398662915,B
313,-1.1908537387938272,C
314,0.6900703310581958,C
315,0.5001672803235994,A
316,-0.42020963942228595,B
317,0.8904929587100191,A
318,-0.8373808180719836,C
319,0.1880753605569556,A
320,1.1539643035378182,B
321,0.5573307104034224,B
322,-1.1182392742658247,A
323,-0.8182642997924349,B
324,-0.8027914849912168,B
325,-1.0719086643853706,B
326,0.6878949133586193,A
327,-0.7657781755417414,A
328,-0.017962122135112814,A
329,0.9795094976765181,C
330,0.40326664303160165,B
331,2.732198719569489,B
332,-0.39644653213112513,C
333,0.6405665128663443,A
334,-1.7409438946259586,B
335,-1.1763864364721128,B
336,2.1588647251830935,C
337,0.22085027155953996,A
338,1.3525141563303573,B
339,-0.07870820743097413,A
340,0.905788070866648,A
341,-0.2540089015703708,A
342,-0.7053399170213697,C
343,-1.699336702540396,B
344,-1.1435459860575565,A
345,1.4997005793626046,B
346,-0.5328769514452375,A
347,0.9958965634177569,A
348,-0.6409800568916919,A
349,-0.390437093887295,C
350,-0.28147277395746806,B
351,-0.23447512470848966,C
352,0.37181337624896493,B
353,0.08443000289227516,A
354,0.06872587341260346,A
355,1.0086799653799068,B
356,0.37563762462079603,C
357,-0.3341430440173237,C
358,0.7625456962274063,C
359,0.9798137554144217,C
360,-0.5821990253430483,B
361,0.8557589303288189,A
362,-0.49560265741766935,C
363,0.13224629791047351,C
364,-1.6254528958912484,A
365,-1.7600693253060666,A
366,1.6471875051813056,A
367,-0.4104360613008581,C
368,1.011558496823526,A
369,0.7605740053337026,C
370,0.23484825685470725,A
371,-0.16917829526350742,B
372,-0.49713717636090515,B
373,-0.17275276759586647,C
374,-0.4275720830914795,A
375,-0.14717035851153537,A
376,-0.27547054375144103,B
377,-0.4059386632678803,B
378,-0.8279093166035987,B
379,-1.1288465806817036,C
380,0.6953504817277475,B
381,0.25744623258496946,B
382,-0.6160207413187028,A
383,-1.7659896424621233,A
384,-0.4774826801993042,C
385,-1.2080987962491532,A
386,0.8418771232269027,C
387,-0.2315031560219958,A
388,0.1250396335430583,C
389,-1.267328946686854,A
390,-0.3494041144833993,B
391,0.9583501492262861,A
392,-0.21701486684635007,B
393,0.9890600480570813,B
394,0.952916846907189,B
395,0.9553408333107167,B
396,-0.6185182939940891,A
397,0.271064689278108,A
398,-0.014397483681427075,A
